name,prediction,confidence,critic_score,critic_grade,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,key_concern,would_rerun_help
kenneth vaughn,same,high,18,CONFIRMED,pass,pass,weak,pass,pass,weak,pass,pass,pass,pass,"The search strategy description is vague and doesn't clearly document the 4-phase approach, though the evidence found is strong.",False
kent edwards,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,No significant concerns identified. The reasoning appears sound and well-supported by multiple independent sources.,False
kent mutchler,same,high,19,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,weak,pass,pass,Minor timeline discrepancy between evidence (2002-2006) and input data (2004-2005) for Ankeny tenure not addressed in reasoning,False
kevin cogdill,same,high,19,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,weak,pass,pass,"Timeline discrepancy between position data (2005-2014, 2017-2018) and reasoning (claims service until 2019) needs resolution",False
kevin singer,same,high,16,PLAUSIBLE,pass,pass,pass,pass,pass,pass,fail,pass,weak,weak,The ABC News URL appears to be fabricated or incorrect - the format doesn't match typical ABC News story URLs. This casts doubt on one of the key evidence pieces supporting the Texas position.,True
kimberly lingenfelter,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,The reasoning is strong but would benefit from explicitly documenting the search phases for full transparency. The evidence is compelling and the conclusion appears well-supported.,False
kirk ahrends,same,high,9,SUSPECT,pass,pass,weak,fail,weak,pass,weak,fail,fail,fail,"The reasoning commits the critical error of confirming two separate facts (person A at district 1, person A at district 2) while providing ZERO evidence that these are the same person. This is the 'same name = same person' fallacy. No source actually connects Ahrends' career from Iowa to Nebraska - they just confirm his presence at each location separately.",True
kriner cash,same,high,19,CONFIRMED,pass,pass,pass,pass,pass,weak,pass,pass,pass,pass,Position 1 is vaguely listed as '(tn)' rather than explicitly 'Memphis City Schools' - the reasoning assumes Memphis based on timeline coverage but doesn't explicitly verify the specific district.,False
kristopher harrison,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"No significant concerns identified - this is an exemplary disambiguation with strong, multi-source evidence.",False
lacee sell,same,high,3,SUSPECT,pass,weak,fail,fail,fail,fail,fail,fail,fail,fail,"The reasoning relies on a 2026 news article to verify positions from 2009-2015, which is impossible. This suggests either a date error in the evidence or fabricated evidence. The high confidence is completely unjustified given this fundamental flaw.",True
larry hawkins,same,high,6,SUSPECT,pass,weak,weak,weak,fail,fail,weak,fail,fail,fail,"The reasoning claims high confidence that Larry Hawkins at Mabank ISD (1993-2002) is the same person at Oklahoma School for the Deaf (2012), but has critical flaws: 1) Full name not verified at both districts (only \""LARRY K HAWKINS\"" confirmed in Texas), 2) Timeline contradictions (claims 2008 appointment vs 2012 position), 3) Only one source actually connects to Mabank ISD, 4) High confidence with minimal independent corroboration.",True
larry johnson,same,high,5,SUSPECT,pass,fail,weak,fail,fail,fail,weak,weak,fail,fail,The reasoning makes a massive leap of faith by connecting two Larry Johnson records across 13 years and multiple states without any corroborating evidence that they're the same person. This is classic overconfidence with a common name.,True
laura blessing,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,None significant. The evidence is strong and well-documented with multiple independent Tier 1 sources confirming the career transition.,False
laurie bandlow,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None identified. This is a well-executed disambiguation with strong Tier 1 evidence (hiring announcement explicitly stating the transition) backed by multiple independent corroborating sources.,False
laurie kimbrel,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,None significant. This is a well-supported disambiguation with multiple independent Tier 1-2 sources providing definitive evidence that both positions refer to the same person.,False
laurie walles,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"None. This is a well-executed disambiguation with strong, appropriate evidence and sound reasoning. The prediction is almost certainly correct.",False
lawrence kapugia,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None identified. This is a well-supported disambiguation with strong Tier 1 evidence explicitly connecting the two positions.,False
linda iverson,same,high,18,CONFIRMED,pass,pass,pass,fail,pass,pass,pass,pass,pass,pass,"Tier classification errors: PA Auditor General report and Greenburgh CSD website were overclassified (Tier 2 vs. Tier 3), which artificially inflates the perceived evidence strength. However, the presence of two genuine Tier 1 sources (Charles County announcement and Pittsburgh Post-Gazette) that explicitly connect both districts means the conclusion remains well-supported despite the classification issues.",False
link luttrell,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None identified. This is a strong disambiguation with excellent evidence.,False
logan lightfoot,same,high,19,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,weak,"Minor timeline discrepancy: Position 2 shows 2023-2024 but sources indicate Maryville role started July 2022. The position dates appear to be incomplete/incorrect, but this doesn't affect the core conclusion that both records refer to the same person.",False
louis muenker,same,high,19,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,weak,pass,pass,"Minor timeline inconsistency: reasoning states Neshaminy position was 2008-2011 and gap was 2012-2013, but evidence shows retirement in June 2012 and move to New Jersey in 2012. This doesn't affect the identity conclusion but shows imprecision in the timeline reasoning.",False
lynn johnson,same,high,18,CONFIRMED,pass,pass,weak,pass,pass,pass,weak,pass,pass,pass,"The reasoning is strong and well-supported, with a direct self-statement from the superintendent herself listing all districts. The main weakness is lack of explicit documentation of the 4-phase search process and one weak URL (opengovpay payment record). However, these are minor issues that don't undermine the conclusion.",False
magie roberts,same,high,4,SUSPECT,pass,weak,weak,fail,fail,fail,fail,fail,fail,fail,"The reasoning claims a name change (Magie Roberts to Magie Stuart) without any evidence connecting these two names. The timeline shows simultaneous employment in 2003 at districts 400+ miles apart, which is implausible. No Tier 1-2 evidence actually links the two individuals, and the URLs include articles about unrelated topics.",True
maria pitre martin,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None. This is an exemplary disambiguation with exceptional evidence quality.,False
marion martinez,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None - this is an exemplary disambiguation with comprehensive evidence across multiple tiers and sources.,False
mark bejot,same,high,4,SUSPECT,pass,weak,fail,fail,fail,fail,weak,fail,fail,fail,"No actual evidence found connecting Mark Bejot to the Kansas position. Only current Nebraska bio discovered, yet reasoning claims strong evidence for both positions. High confidence with zero corroborating sources.",True
mark bejot,same,high,18,CONFIRMED,pass,pass,pass,pass,pass,weak,pass,pass,weak,pass,"The NPI record for Wakeeney may not definitively confirm Mark Bejot was the superintendent (could be another authorized official role), slightly weakening the full name verification for Position 1.",False
mark daniel,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"None - this appears to be a well-researched, properly documented case with strong evidence",False
mark daniel,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor weakness in not explicitly documenting Phase 4 archive research, but this doesn't affect the conclusion given overwhelming Tier 1 evidence.",False
mark daniel,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"None significant - this is a well-supported disambiguation with strong, corroborated evidence from multiple independent sources.",False
mark evans,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"None identified - this is an exemplary disambiguation with multiple strong, independent sources directly confirming the career trajectory.",False
mark johnson,same,high,19,CONFIRMED,pass,weak,pass,pass,pass,pass,pass,pass,pass,pass,The reasoning is strong but could be more explicit about addressing the common name risk factor for 'Mark Johnson'.,False
mark miles,same,high,13,QUESTIONABLE,pass,pass,weak,pass,pass,pass,pass,fail,fail,fail,"The timeline evidence directly contradicts the position dates in the query. Sources show Mark T. Miles at Indian Hill until June 2019, but Position 1 is listed as ending in 2017. This suggests either the position data is incorrect or this is a different Mark Miles entirely.",True
mark stefanik,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The reasoning is excellent with strong evidence, but would benefit from explicitly documenting the search strategy phases for full transparency.",False
marla stephenson,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor weakness in not explicitly documenting the 4-phase search strategy, though results indicate thorough investigation.",False
marshall lewis,same,high,4,SUSPECT,pass,weak,fail,fail,fail,fail,weak,fail,fail,fail,"The reasoning claims to have 'direct evidence' and 'multiple sources' confirming both positions are held by the same person, but provides no evidence connecting the 2004-2006 Missouri position to the current Iowa position. This appears to be a case of assuming identity based on name match and timeline plausibility alone.",True
marshall lewis,same,high,3,SUSPECT,pass,fail,fail,fail,fail,fail,weak,fail,fail,fail,The reasoning claims strong evidence and multiple sources but actually has only one source per district. There is no definitive proof that the Marshall Lewis in Missouri is the same person as the Marshall Lewis W in Nebraska - this could easily be two different people with the same name.,True
marshall lewis,same,high,11,QUESTIONABLE,pass,weak,pass,weak,fail,pass,pass,weak,fail,fail,"The reasoning fails to provide any direct evidence connecting the two positions. It relies entirely on timeline plausibility and the absence of contradictory evidence, which is insufficient for a high confidence 'same' prediction. This is a classic case of mistaking correlation for causation.",True
marshall lewis,same,high,4,SUSPECT,pass,pass,fail,fail,fail,fail,fail,fail,fail,fail,No evidence provided that Marshall Lewis ever worked at Kimball Public Schools. The entire 'same' prediction rests on unverified claims about the 2013-2016 position.,True
martin cox,same,high,19,CONFIRMED,pass,pass,pass,pass,pass,weak,pass,pass,pass,pass,"The reasoning is strong overall, but there is a minor gap in full-name verification: while \""Martin Cox\"" is confirmed at Star Charter School and \""Martin D. Cox\"" at Fillmore CSD, the middle initial \""D\"" is not explicitly shown in the Texas period documents. The reasoning explains this as a reasonable name variation, but this represents a slight weakness in Criterion 6 (Full Name Verification).",False
martin cox,same,high,3,SUSPECT,pass,fail,weak,fail,fail,fail,fail,fail,fail,fail,"The reasoning claims name consistency across sources while actually showing THREE different middle initials (R, D, and none), strongly suggesting these are different people being conflated.",True
martin handler,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"Minor date discrepancies between position listing (2008-2012 and 2013-2021) and evidence sources (resignation April 2013, retirement June 2022). These do not materially affect the conclusion but suggest the input dates may be slightly off relative to actual tenure.",False
marvin wade,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor concern: The reasoning does not explicitly document the 4-phase search strategy, though the evidence found suggests a comprehensive search was conducted. This is a documentation issue rather than an evidence quality issue.",False
mary ann kahl,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The reasoning lacks clear documentation of the search methodology, making it difficult to verify that all appropriate search phases were attempted before reaching the conclusion.",False
matthew block,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,No significant concerns found - this appears to be a well-executed disambiguation with strong evidence,False
matthew friedman,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,No significant concerns found - this appears to be a well-documented case with strong evidence.,False
matthew wendt,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"The reasoning is very strong overall, with only a minor documentation issue around explicitly stating the search strategy phases. The evidence is robust and well-corroborated.",False
matthew wendt,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,No significant concerns identified. This appears to be a well-documented case with strong evidence.,False
matthew wendt,same,high,18,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,weak,weak,pass,"The reasoning contains an unexplained timeline contradiction: Position 1 lists 2012-2014, but the reasoning and Chicago Tribune article state he worked at Oswego until 2016. This discrepancy is not addressed or explained, creating a logical gap in the verification.",True
melinda moss,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"No significant concerns found. This is an exemplary disambiguation case with strong, multi-source corroboration.",False
meria carstarphen,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None identified. This is a model-quality disambiguation with exceptional evidence quality and reasoning.,False
michael alexander,same,high,6,SUSPECT,pass,weak,weak,fail,fail,fail,weak,weak,fail,fail,The reasoning fails to provide direct evidence connecting Michael Alexander at Shelbyville in 2003 to Michael Alexander at Covert in 2011-2012. It builds a plausible career narrative but doesn't verify the full name at both districts or provide Tier 1 sources showing the same person's career progression. The high confidence is unjustified given only circumstantial evidence.,True
michael bakalis,same,high,18,CONFIRMED,pass,pass,weak,pass,pass,weak,pass,pass,pass,pass,The reasoning is strong but could be more explicit about the search methodology and full name verification process.,False
michael brown,same,high,6,SUSPECT,pass,fail,weak,fail,fail,weak,weak,weak,fail,fail,"The primary concern is that this appears to be a classic case of insufficient evidence for a common name. Michael Brown is an extremely common name, yet the disambiguator claims 'high confidence' with only circumstantial evidence about current position mentioning past role. There's a critical 4-year gap between positions (2020-2024) that's completely unexplained, and the sources don't definitively connect the specific Michael Brown who was superintendent at Boyd County 2017-2020 with the current East Mills superintendent.",True
michael brown,same,high,12,QUESTIONABLE,pass,fail,weak,weak,weak,pass,pass,pass,fail,weak,"The primary concern is overconfidence in disambiguating an extremely common name. ""Michael Brown"" requires extraordinary evidence and verification standards that aren't fully demonstrated here.",True
michael cox,same,high,5,SUSPECT,pass,fail,fail,weak,fail,weak,weak,fail,fail,fail,"The reasoning contains a critical timeline contradiction - DOE records show 2018-2019 for Middletown but the reasoning claims 2020-2021, dismissing this discrepancy as a 'data error' without proper verification. This creates a two-year gap that undermines the entire argument of immediate career progression.",True
michael gaunt,same,high,10,QUESTIONABLE,pass,pass,fail,weak,weak,fail,weak,pass,fail,weak,"The disambiguator reaches high confidence based on insufficient evidence - only two news articles about individual districts, without proper full name verification or Tier 1 sources. The search strategy appears incomplete and confidence is overcalibrated.",True
michael gray,same,high,8,SUSPECT,pass,weak,weak,weak,weak,fail,weak,weak,fail,fail,"The reasoning makes critical assumptions about name equivalence (Michael D. Gray = Mike Gray) without explicit verification, and contains significant timeline discrepancies that suggest the sources may be discussing different people or different time periods than the positions in question.",True
michael gray,same,high,16,PLAUSIBLE,pass,pass,pass,weak,pass,pass,pass,weak,weak,weak,"The reasoning contains a significant unexplained discrepancy: the news article claims Michael Gray was superintendent at East Alton for 19 years, while official ISBE data shows only 2003-2006 (3 years). This contradiction suggests potential error in the news article or misinterpretation of career data, undermining the high confidence conclusion.",True
michael kopakowski,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"This is an exemplary disambiguation case with no significant concerns. The reasoning is thorough, evidence is strong, and confidence is well-calibrated.",False
michael meissen,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None - this is a well-documented case with strong evidence.,False
michael murphy,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"None - this is an exemplary disambiguation with strong, direct evidence from multiple independent sources",False
michael nitti,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,None identified - this is a strong case with multiple Tier 1 sources explicitly confirming the same person transitioned between districts.,False
michael perry,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"None - this is a well-supported disambiguation with multiple strong, independent sources directly confirming the transition between districts.",False
michael raso,same,high,5,SUSPECT,pass,fail,weak,fail,fail,fail,pass,fail,fail,fail,The disambiguator confirmed two separate superintendents named Michael/Mike Raso exist but provided NO evidence they are the same person. This is a critical logical leap - could easily be two different people with the same name.,True
michael rustman,same,high,7,SUSPECT,pass,pass,fail,weak,fail,fail,pass,fail,fail,fail,"No evidence found for the Missouri position (Leeton R-X, 2003-2004). All evidence is for Illinois only, making it impossible to verify it's the same person. High confidence is unjustified without any cross-district verification.",True
michael shimshak,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor uncertainty about whether archive deep-dive was attempted, but sufficient evidence exists without it.",False
michael simeck,same,high,18,CONFIRMED,pass,weak,weak,pass,pass,pass,pass,pass,pass,pass,"The main weakness is lack of explicit documentation of the 4-phase search strategy. While good results were obtained, the methodology isn't transparent about whether all search phases were attempted.",False
michael simeck,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor weakness in not explicitly documenting the 4-phase search strategy, but this doesn't affect the conclusion quality.",False
michael simeck,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,The reasoning is solid but could be strengthened by explicitly documenting the systematic 4-phase search process that was followed.,False
michael wallace,same,high,4,SUSPECT,pass,fail,fail,fail,fail,fail,pass,fail,fail,fail,"The reasoning contains a critical contradiction: claims Wallace moved from Michigan to Texas and back, while source evidence states continuous Michigan service 2004-2013. No evidence actually connects the two Michael Wallace records.",True
michael waters,same,high,19,CONFIRMED,pass,pass,pass,pass,pass,pass,weak,pass,pass,pass,"The 1011now URL appears to be about a student fight incident rather than superintendent information, which weakens one piece of corroborating evidence.",False
michael white,same,high,6,SUSPECT,pass,fail,weak,weak,fail,fail,weak,weak,fail,fail,"The disambiguator reached 'high confidence' that two positions held by 'Michael White' are the same person despite having only isolated database entries, no middle initial verification for Arkansas, and no corroborating evidence. For such a common name, this is dangerously unsupported.",True
michael white,same,high,18,CONFIRMED,pass,pass,weak,pass,pass,weak,pass,pass,pass,pass,Minor weakness in full name verification at Bloomburg ISD - only 'MICHAEL J WHITE' shown without confirming middle initial consistency across all sources.,False
michael williams,same,high,4,SUSPECT,pass,fail,weak,fail,fail,fail,weak,fail,fail,fail,"No direct evidence connects the Illinois Michael Williams to the Nebraska Michael Williams. The reasoning relies entirely on timeline plausibility and assumes same person based on common name and geographic proximity, which is insufficient for a common name like Michael Williams.",True
michael wright,same,high,7,SUSPECT,pass,weak,fail,fail,fail,weak,pass,weak,fail,fail,"The evidence shows two different Michael Wrights at each district but never proves they're the same person. No source explicitly connects the two positions, and the alumni bulletin quote appears misinterpreted.",True
miguel hernandez,same,high,4,SUSPECT,pass,fail,weak,fail,fail,fail,weak,fail,fail,fail,"Very common name with insufficient verification - no true Tier 1 evidence linking the two positions, and sources may be circular references rather than independent confirmation",True
miguel hernandez,same,high,10,QUESTIONABLE,pass,weak,pass,fail,fail,pass,pass,weak,fail,fail,"The reasoning overstates the evidence strength. Only one source (Hot Springs website) actually connects the two districts, and this is Tier 3 evidence (current district bio mentioning past service), not the strong evidence claimed. The Manchester sources only confirm his tenure there, not that he's the same person from Danville.",True
mike dominguez,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,None identified - this appears to be a well-documented case with strong corroborating evidence from multiple independent sources.,False
mike jones,same,high,3,SUSPECT,fail,fail,weak,fail,fail,weak,weak,fail,fail,fail,"The reasoning claims to have confirmed these are the same person but provides no actual evidence linking the two positions to one individual. The timeline shows overlap (2016-2021) that is hand-waved away with an unsupported retirement claim, and 'Mike Jones' is an extremely common name requiring much stronger evidence.",True
mike scott,same,high,8,SUSPECT,pass,weak,weak,fail,fail,pass,pass,fail,fail,fail,"Critical timeline contradiction - claims same person was superintendent in Oregon and Texas simultaneously from 2015-2018, which is impossible. The reasoning ignores this impossibility and maintains high confidence based on weak evidence.",True
millard house,same,high,19,CONFIRMED,pass,pass,pass,pass,pass,pass,weak,pass,pass,pass,Minor concern about URL specificity - one link goes to a blog category rather than the specific article mentioned.,False
milton thompson,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None identified - reasoning is thorough and well-supported with strong evidence.,False
misty slavic,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None identified - this is an exemplary disambiguation with strong evidence and proper reasoning.,False
mylo miller,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,The reasoning is strong overall but lacks explicit documentation of the systematic 4-phase search process.,False
myron ballain,same,high,9,SUSPECT,pass,pass,fail,weak,weak,weak,pass,fail,fail,fail,"High confidence is unsupported - no direct evidence connecting the two superintendent positions, only separate confirmations of someone with this name at each district.",True
natalie thomas,same,high,18,CONFIRMED,pass,pass,weak,pass,pass,weak,pass,pass,pass,pass,"The reasoning is strong but could be more explicit about full name verification at both districts from primary sources, and search strategy documentation could be more complete.",False
nettie collins hart,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None - this is an exceptionally well-documented case with definitive evidence.,False
nicholas ouellette,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None identified - this is a strong disambiguation with definitive Tier 1 evidence.,False
nicholas wahl,same,high,17,PLAUSIBLE,pass,pass,fail,pass,pass,pass,weak,pass,pass,pass,The reasoning lacks transparency about the search methodology - no mention of the 4-phase search process that should guide the investigation.,False
nicolas wade,same,high,6,SUSPECT,pass,pass,fail,fail,fail,weak,weak,fail,fail,fail,"The reasoning appears to confuse Columbia Union (CA) with Lexington Two (SC) in the Columbia Star article. If this article is about South Carolina, then there may be no evidence connecting Nicolas Wade to Columbia Union CA at all, making the entire 'same' prediction unsupported.",True
nora curry,same,high,17,PLAUSIBLE,pass,pass,weak,pass,pass,pass,fail,pass,pass,pass,"Missing URLs for key evidence claims - specifically the Oklahoma state document and staff directory listing. Without these URLs, cannot verify the Big Pasture evidence.",True
p erik gundersen,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None identified - this is a well-documented career transition with multiple independent sources explicitly confirming the same person moved between districts.,False
pamela campbell,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None identified - this is a well-supported disambiguation with strong evidence.,False
patricia garcia,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"None - this is an exemplary disambiguation with strong, direct evidence.",False
patricia green,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None - this is an exemplary disambiguation with overwhelming evidence.,False
patrick hefflin,same,high,14,PLAUSIBLE,pass,weak,fail,pass,weak,pass,pass,pass,fail,pass,"The PA position (2010-2012) is not independently verified through Pennsylvania sources. The entire 'same' conclusion rests on a single CA source mentioning Pittsburgh origins, with no corroborating evidence from the PA district or Pennsylvania education records.",True
patrick kelley,same,high,11,QUESTIONABLE,pass,fail,weak,pass,fail,pass,pass,weak,fail,weak,"Overconfidence based on limited corroboration - only one truly strong source (legal document) confirms identity, yet confidence is marked as 'high' for a relatively common name.",True
patrick murphy,same,high,8,SUSPECT,pass,fail,pass,fail,fail,weak,pass,weak,fail,fail,"Insufficient high-tier evidence for a very common name. Only one Tier 1 source (Hill College directory) and one Tier 2 source (GovSalaries) for Texas position, no Tier 1-2 evidence for Illinois position. High confidence 'same' prediction is not supported.",True
paul fregeau,same,high,18,CONFIRMED,pass,pass,fail,pass,pass,pass,pass,pass,pass,pass,"The search strategy appears incomplete - only direct connection searches were documented, missing systematic verification through district domains and individual name searches.",False
paul fried,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor concern about explicit documentation of search phases, but overall reasoning is sound with strong evidence.",False
paul gausman,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,"None identified - this is an exceptionally well-documented case with multiple independent, high-quality sources directly confirming the superintendent transition between districts.",False
paul hillyer,same,high,16,PLAUSIBLE,pass,pass,fail,pass,pass,pass,pass,weak,pass,weak,The reasoning shows strong evidence but fails to demonstrate systematic search methodology and doesn't address significant timeline discrepancies between the input data (2012-2018) and source evidence (2010-2021).,True
paul hillyer,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None - this is an exemplary disambiguation with strong evidence and sound reasoning.,False
paul kreutzer,same,high,17,PLAUSIBLE,pass,pass,fail,pass,pass,weak,pass,pass,pass,pass,The reasoning lacks transparency about search methodology - it jumps directly to evidence presentation without explaining how sources were found or which search phases were attempted. This is a significant documentation gap despite strong evidence.,False
paul sellon,same,high,15,PLAUSIBLE,pass,pass,fail,pass,pass,fail,pass,pass,weak,pass,Missing full name verification at Santee Community Schools - critical gap for high confidence 'same' determination.,True
pedro martinez,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor weakness in not explicitly documenting all search phases, though this is mitigated by the overwhelming strength of Tier 1 evidence found.",False
peter dion,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor weakness in search strategy documentation, but overall excellent evidence quality.",False
philip ehrhardt,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor discrepancy in reported timeline (reasoning states 2007-2019 but position data shows 2007-2014, 2017-2018) but this doesn't fundamentally undermine the conclusion.",False
philip harrison,same,high,10,QUESTIONABLE,pass,pass,weak,weak,fail,pass,pass,fail,fail,fail,"The reasoning claims multiple sources ""explicitly state"" the career connection between Jamaica CUSD 12 and Southwest Parke, but the provided URLs are separate sources covering each district independently. No single source is cited that actually states the superintendent moved from Illinois to Indiana. The prediction appears to be based on inferring a connection from separate pieces of evidence rather than finding a source that explicitly documents the career transition.",True
philip harrison,same,high,10,QUESTIONABLE,pass,pass,pass,fail,fail,pass,pass,fail,fail,fail,"The reasoning contains a FATAL timeline contradiction. Illinois Public Media places Philip Harrison in Jamaica, IL during 2014 consolidation discussions, while the Jefferson County Leader claims he was in Crystal City, MO from July 2013. The reasoning also claims he moved to Indiana in 2015. These three positions overlap temporally - he cannot simultaneously be superintendent in Illinois (2014), Missouri (2013-2019), and Indiana (2015+). The reasoning dismisses this as a ""data overlap issue"" without resolving which timeline is accurate. The sources contradict rather than corroborate, making the ""high confidence"" prediction unjustified.",True
quintin shepherd,same,high,20,CONFIRMED,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,None identified - this is an exemplary case with strong documentation across multiple independent sources.,False
quintin shepherd,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,"Minor weakness in not explicitly documenting the complete 4-phase search strategy, though this doesn't affect the correctness of the conclusion.",False
ralph carter,same,high,17,PLAUSIBLE,pass,pass,weak,pass,pass,pass,fail,pass,pass,pass,"The evidence URL quality is weak - several links either don't clearly support the claims or are from questionable sources. While the reasoning is sound, some URLs appear to be generic documents or non-primary sources that don't definitively prove the claims.",True
ralph carter,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,None significant - this is a well-documented case with strong evidence.,False
ralph ferrie,same,high,18,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,weak,The reasoning is strong but could benefit from more explicit documentation of the search phases and verification that no other Ralph Ferrie exists in education during this timeframe.,False
randy bridges,same,high,18,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,weak,pass,pass,"Minor chronological discrepancies between the reasoning and position dates suggest need for more precise date verification, though this doesn't undermine the core conclusion.",False
randy bridges,same,high,12,QUESTIONABLE,pass,pass,weak,pass,pass,weak,pass,fail,fail,fail,"The reasoning has a critical chronological inconsistency. It claims Dr. Bridges moved from Virginia to North Carolina in 2012 to be closer to family, but the Lexington City Schools appointment wasn't until 2017, with an intervening position in Florence, South Carolina. This 5-year gap and career detour undermine the high confidence conclusion.",True
randy freeman,same,high,9,SUSPECT,pass,weak,fail,pass,weak,fail,pass,weak,fail,fail,"The reasoning claims 'definitive evidence' but the obituary guest book only confirms Williamsburg service, not Silver Lake. There's no verification that 'Dr. Randy Freeman' at Silver Lake is the same as 'Dr. Randy Lee Freeman' from the obituary.",True
randy freeman,same,high,19,CONFIRMED,pass,pass,weak,pass,pass,pass,pass,pass,pass,pass,None identified - this appears to be a well-documented case with strong evidence.,False
